"","Classical.cor","Classical.p_value","Mesenchymal.cor","Mesenchymal.p_value","Neural.cor","Neural.p_value","Proneural.cor","Proneural.p_value","Calls"
"MGH26_E06","-0.0108285518893875","0.54","-0.318874990810888","1","0.0222891133729143","0.37","0.33607526433432","0","Proneural"
"MGH26_E07","-0.0985302554452677","0.95","-0.16749682535047","1","0.0821584275649639","0.12","0.214869185279537","0","Proneural"
"MGH26_E08","-0.00154618790765048","0.54","-0.262375997333395","1","0.0821264041342857","0.04","0.237602802272017","0","Neural Proneural"
"MGH26_E10","0.130432238773145","0.01","-0.12990736367637","0.98","0.00527017050664192","0.4","0.0453478006748696","0.22","Classical"
"MGH26_E12","0.0720968267700577","0.1","-0.10560581174857","0.94","0.0829592147371429","0.07","-0.00483876100327213","0.65","NA"
"MGH26_F02","0.0722229064405266","0.07","-0.157792719806087","1","0.0904871378092091","0.05","0.0422638835684345","0.15","Neural"
"MGH26_F05","-0.0883602986396391","0.92","-0.287610860977037","1","0.206973071819392","0","0.284891948100291","0","Neural Proneural"
"MGH26_F08","0.0144270590335833","0.3","-0.166193330869476","1","0.0611311179228599","0.16","0.132824946214732","0","Proneural"
"MGH26_F09","-0.0343452301049655","0.66","-0.195744308037175","1","0.139022775809098","0","0.134655518483566","0","Neural Proneural"
"MGH26_F10","-0.168008411487792","1","-0.295222769261135","1","0.128157769574096","0.01","0.416174130140827","0","Neural Proneural"
"MGH26_F11","0.0216583122101213","0.38","-0.0869089638407167","0.93","0.0815957013680152","0.07","0.0495380367902942","0.14","NA"
"MGH26_F12","0.0549387128937311","0.17","-0.161776111932956","1","0.0881895070093554","0.05","0.060145044001005","0.14","Neural"
"MGH26_G01","-0.060055412619387","0.89","-0.335201299466377","1","0.118827672554178","0.03","0.316714178163891","0","Neural Proneural"
"MGH26_G02","0.0483159049000786","0.16","-0.171208320451792","1","0.121679771936781","0","0.109126396695023","0.03","Neural Proneural"
"MGH26_G03","-0.0240840367326878","0.65","-0.229140513361725","1","0.168665798140205","0","0.167833810059551","0","Neural Proneural"
"MGH26_G06","-0.0210234829428406","0.69","-0.0951838980567419","0.95","0.0991360823602361","0.06","0.0141565732428302","0.41","NA"
"MGH26_G09","0.0046256737885904","0.51","-0.256969476034291","1","0.059090882999778","0.17","0.243590781601394","0","Proneural"
"MGH26_G10","0.12031384170496","0.01","-0.153494329939991","1","0.0860801900943074","0.03","0.0240510086978874","0.39","Classical Neural"
"MGH26_G11","0.0278613917161428","0.35","-0.153486273731827","1","0.00748562797494402","0.46","0.107571749611391","0.01","Proneural"
"MGH26_G12","-0.0614634365431052","0.89","0.116717739669675","0.03","-0.0295113033143547","0.67","-0.038035380456522","0.62","Mesenchymal"
"MGH26_H01","0.0117961025873623","0.46","-0.178627282550354","1","0.166254171983346","0","0.0838729986864367","0.1","Neural"
"MGH26_H02","-0.0136725950630142","0.62","-0.208830812579366","1","0.0106450717299672","0.39","0.253410495710678","0","Proneural"
"MGH26_H05","-0.127814575071734","1","-0.307402950384835","1","0.0458239180586875","0.22","0.395132921419335","0","Proneural"
"MGH26_H07","-0.0109286502859099","0.54","-0.0360984589480808","0.72","0.0644593392559228","0.15","0.0590403362339729","0.15","NA"
"MGH26_H08","-0.0504544255726633","0.84","-0.231724944940852","1","0.139526691680525","0.01","0.239912517617929","0","Neural Proneural"
"MGH26_H11","-0.105688801335801","0.93","-0.297822507635775","1","0.127420223642376","0.01","0.33608473038082","0","Neural Proneural"
"MGH26_H12","-0.193564116195106","1","-0.0435286997380725","0.86","0.0989564289000792","0.02","0.148455201632836","0","Neural Proneural"
"MGH28_A01","0.0103477976187659","0.48","0.0664409585679284","0.09","0.083831097953532","0.07","-0.149869670666175","1","NA"
"MGH28_A02","-0.113939164947758","0.97","0.122632204893542","0.02","-0.0416725535735381","0.74","0.00202271287225232","0.44","Mesenchymal"
"MGH28_A03","-0.0519150162599475","0.82","-0.192097665411577","1","0.030536254501281","0.31","0.210367979466337","0","Proneural"
"MGH28_A04","-0.0818553127022553","0.98","0.165022361012786","0.01","-0.00448025921658002","0.59","-0.157728301908076","1","Mesenchymal"
"MGH28_A05","-0.0625111465203877","0.78","0.134547739579043","0","0.0604600357151888","0.17","-0.172659882532409","1","Mesenchymal"
"MGH28_A06","-0.079368360991474","0.91","0.217369587612774","0","-0.0200414310687096","0.67","-0.171313689877013","1","Mesenchymal"
"MGH28_A07","-0.118411972171035","0.96","-0.185535883861703","1","-0.0873361530736103","0.94","0.348999841695485","0","Proneural"
"MGH28_A08","-0.0520946697201044","0.8","0.186496989495712","0","0.0492415633113801","0.23","-0.173867105568979","1","Mesenchymal"
"MGH28_A09","-0.14486856244705","1","0.295935743683681","0","-0.0670586750819144","0.88","-0.201686607799946","1","Mesenchymal"
"MGH28_A10","-0.0359705702658017","0.83","0.292739845904878","0","-0.0280972372339048","0.62","-0.309489772037466","1","Mesenchymal"
"MGH28_A11","-0.177109712172802","1","0.0874430904420139","0.06","-0.154557160766384","1","0.136197678442028","0.03","Proneural"
"MGH28_A12","-0.00212301247030659","0.51","0.229942508884487","0","-0.0362924158143787","0.74","-0.232512486118148","1","Mesenchymal"
"MGH28_B01","-0.0969049152844315","0.98","0.19378785788446","0","-0.0406318927791093","0.77","-0.143999714810176","1","Mesenchymal"
"MGH28_B02","0.020995890427099","0.35","0.105305717994447","0.03","-0.0946866381429879","0.95","-0.0610215596258225","0.88","Mesenchymal"
"MGH28_B03","0.0172894300826296","0.31","0.285618157887582","0","-0.170735236820823","1","-0.226359757298629","1","Mesenchymal"
"MGH28_B04","-0.0964928401953273","0.96","0.143869980856435","0","-0.0289584459734012","0.67","-0.0233718702128496","0.69","Mesenchymal"
"MGH28_B05","0.0272060191159742","0.34","0.225409683360808","0","-0.0303634488187535","0.67","-0.242235727115233","1","Mesenchymal"
"MGH28_B06","-0.0666455929666882","0.92","0.283890101236326","0","-0.0683776778964517","0.84","-0.150862598522414","1","Mesenchymal"
"MGH28_B07","0.0861804898960542","0.03","0.229891754773052","0","-0.148434643350119","0.99","-0.224696149977628","1","Classical Mesenchymal"
"MGH28_B08","0.0719745737988523","0.12","0.12010980611728","0.01","-0.0498689405853584","0.79","-0.142443657889832","1","Mesenchymal"
"MGH28_B09","-0.0633306643784351","0.84","0.241631664120569","0","-0.0952981044042393","0.97","-0.127834325656976","0.99","Mesenchymal"
"MGH28_B10","-0.174571804940249","1","0.366738534757","0","-0.131760707633228","0.99","-0.204286749508676","1","Mesenchymal"
"MGH28_B11","-0.0434795612467751","0.77","0.326916294990146","0","-0.107046473953421","0.98","-0.270396208425431","1","Mesenchymal"
"MGH28_B12","-0.0496824393475722","0.75","0.116179182153888","0.02","-0.153838949736205","1","-0.0203290397763278","0.61","Mesenchymal"
"MGH28_C01","0.0140592930938451","0.38","0.10939222958582","0.03","-0.0387169319055988","0.69","-0.111160791071466","0.99","Mesenchymal"
"MGH28_C02","-0.142021699600282","0.98","0.276626623955336","0","-0.0581456882817106","0.86","-0.191900326961278","1","Mesenchymal"
"MGH28_C03","-0.0613788463488609","0.86","0.24832516467393","0","0.0474373753112846","0.14","-0.281689806115233","1","Mesenchymal"
"MGH28_C04","-0.00913896346197056","0.58","-0.13371432484444","1","-0.0747978722343668","0.81","0.158002011635587","0","Proneural"
"MGH28_C05","-0.0380823040435424","0.76","0.13016274547518","0","-0.180219811647849","1","-0.0193377231620466","0.64","Mesenchymal"
"MGH28_C06","-0.054719785414818","0.84","0.295555490658323","0","-0.150686353758811","1","-0.184993335500458","1","Mesenchymal"
"MGH28_C07","0.0533806420778416","0.14","0.243858400057199","0","-0.0568679735381735","0.83","-0.262240907258127","1","Mesenchymal"
"MGH28_C08","-0.110294737412401","0.96","0.211199337779689","0","0.0329037729139984","0.26","-0.170236977438991","1","Mesenchymal"
"MGH28_C09","0.0800708624141502","0.07","0.213006345270955","0","-0.108509078692949","0.99","-0.206052066478236","1","Mesenchymal"
"MGH28_C10","-0.0404731854622891","0.79","0.237553611547769","0","-0.128693910281425","1","-0.172567437525104","0.99","Mesenchymal"
"MGH28_C11","0.0582053042281304","0.19","0.245337519876176","0","-0.0904295359150332","0.95","-0.253347455869095","1","Mesenchymal"
"MGH28_C12","0.0443431868489641","0.2","0.287939554270143","0","-0.177066007239109","1","-0.213895592326787","1","Mesenchymal"
"MGH28_D01","-0.00235503128880513","0.56","0.286163563180309","0","-0.0299602355595225","0.61","-0.281176424146561","1","Mesenchymal"
"MGH28_D03","-0.0177693787323536","0.65","0.299321767975163","0","-0.0904446413068626","0.96","-0.236440694010253","1","Mesenchymal"
"MGH28_D04","-0.00811280384369791","0.56","0.0960994861146217","0.05","0.0431359639339639","0.17","-0.122572412234646","0.98","Mesenchymal"
"MGH28_D05","-0.0977467891223863","0.98","0.424548273302834","0","-0.136320521913443","1","-0.334605006048206","1","Mesenchymal"
"MGH28_D06","-0.145405307370052","0.97","0.341665198087053","0","-0.0328044801383736","0.7","-0.238323833047947","1","Mesenchymal"
"MGH28_D07","-0.0928602955682094","0.97","0.25963044159098","0","-0.0472224759368593","0.84","-0.192942599102462","1","Mesenchymal"
"MGH28_D08","-0.0264805574977175","0.66","0.246816639695153","0","-0.0844512246394322","0.93","-0.172038950163081","1","Mesenchymal"
"MGH28_D09","-0.158626553325206","1","0.274248834115625","0","0.00943865443586452","0.42","-0.183839887664214","1","Mesenchymal"
"MGH28_D10","0.0619985702243124","0.18","0.0497263406789168","0.14","-0.136505613314658","1","-0.00653378754244125","0.6","NA"
"MGH28_D11","0.0304657626727442","0.39","-0.000607639500797061","0.54","0.0290234998608795","0.38","-0.0491120646978105","0.71","NA"
"MGH28_D12","0.107480099401535","0.04","0.239840769045631","0","-0.220536908061235","1","-0.209584714469803","1","Classical Mesenchymal"
"MGH28_E01","-0.129062481842061","0.98","0.23977108284501","0","-0.00392720047040206","0.6","-0.130907971095933","1","Mesenchymal"
"MGH28_E02","0.00457048875710724","0.47","0.122268869905329","0.01","-0.0266988807609574","0.63","-0.127670583193057","0.98","Mesenchymal"
"MGH28_E03","-0.00827916455904495","0.6","0.184525232547484","0","-0.119165630520707","1","-0.126311097791514","0.99","Mesenchymal"
"MGH28_E04","0.0476933613514857","0.24","0.159727418196759","0","-0.0636502944695438","0.89","-0.163221428551291","1","Mesenchymal"
"MGH28_E05","-0.0673501084416083","0.86","0.320028237009616","0","-0.176094227031422","1","-0.197800896414467","1","Mesenchymal"
"MGH28_E06","-0.0818323525066747","0.93","0.323126251859222","0","-0.0486119705799335","0.72","-0.241801497407718","1","Mesenchymal"
"MGH28_E07","0.0136401688218873","0.37","0.141946158346786","0.02","0.00658232554354994","0.41","-0.14224144702418","1","Mesenchymal"
"MGH28_E08","-0.0189796227257197","0.78","0.0221463148386291","0.26","-0.122575420969648","1","0.061108768096766","0.14","NA"
"MGH28_E09","0.143084514969394","0.02","0.0448877820554005","0.28","0.00622503267548012","0.45","-0.160495005754151","1","Classical"
"MGH28_E10","-0.10089616261619","0.98","0.348094052202215","0","-0.0721868549053606","0.89","-0.278953917271593","1","Mesenchymal"
"MGH28_E11","-0.0500483926402908","0.81","0.254265409763923","0","-0.0296645726901164","0.71","-0.213330852020723","1","Mesenchymal"
"MGH28_E12","-0.00379548145365028","0.61","0.200824552905623","0","-0.0444162969454181","0.81","-0.181712242659487","1","Mesenchymal"
"MGH28_F01","-0.200590540258438","1","-0.0963878983669059","0.96","0.0331132343473652","0.26","0.206223260936208","0","Proneural"
"MGH28_F02","-0.0262008056410382","0.69","0.176628134494367","0","0.0596306490011462","0.07","-0.228787093307429","1","Mesenchymal"
"MGH28_F03","0.0436644512427661","0.19","-0.0257345499550363","0.69","-0.0304486432286709","0.67","0.04828670600514","0.28","NA"
"MGH28_F04","0.0156292468179738","0.42","0.0548819110937008","0.2","0.0522715035071198","0.15","-0.112663072791483","0.95","NA"
"MGH28_F05","-0.160317350183969","1","0.058898736484452","0.17","-0.0384559107347879","0.71","0.103020192487023","0.02","Proneural"
"MGH28_F06","-0.045247899116929","0.82","-0.0404097387472395","0.77","0.0343681903005461","0.27","0.0700749267791247","0.12","NA"
"MGH28_F07","0.0268146887649823","0.38","0.219400960501418","0","-0.0427355703478744","0.72","-0.207765622299915","1","Mesenchymal"
"MGH28_F08","-0.113430818161394","0.99","0.0932338928705579","0.04","-0.116909690602302","0.97","0.013352563506095","0.36","Mesenchymal"
"MGH28_F09","-0.0509881494172997","0.75","0.322748012885905","0","-0.173527116041333","1","-0.233317704286351","1","Mesenchymal"
"MGH28_F11","-0.0173484418133762","0.61","0.341686144228281","0","-0.131678332896453","0.99","-0.280102329976719","1","Mesenchymal"
"MGH28_F12","-0.0722579509495706","0.9","0.390445941332678","0","-0.119178319049843","0.98","-0.272585886245518","1","Mesenchymal"
"MGH28_G01","0.0302232707825773","0.41","0.00473241808095079","0.49","-0.0216875159676581","0.67","-0.00300073674038508","0.47","NA"
"MGH28_G02","-0.10279964339191","0.98","0.318434719034705","0","-0.198903368693714","1","-0.147461870966108","0.98","Mesenchymal"
"MGH28_G03","-0.0165321464389191","0.75","0.0179977704443905","0.47","0.0478728134064182","0.14","-0.00550883625229966","0.4","NA"
"MGH28_G04","-0.129364791083872","0.99","0.205085884214162","0","-0.0510129222598998","0.76","-0.120812331801448","0.99","Mesenchymal"
"MGH28_G05","-0.0190203065810467","0.61","0.116408784086572","0.01","-0.0645809880114551","0.9","-0.112330149922038","0.97","Mesenchymal"
"MGH28_G06","-0.0137676583289268","0.66","0.198854810009436","0","-0.0106785049972161","0.59","-0.21405047295994","1","Mesenchymal"
"MGH28_G07","-0.0428131113592649","0.77","0.183458187776114","0","-0.0914172271354472","0.97","-0.095107584639549","0.98","Mesenchymal"
"MGH28_G08","-0.136678821807635","0.99","0.0222425865261933","0.43","-0.0198923912026602","0.55","0.0763378242674806","0.08","NA"
"MGH28_G09","-0.00856395154633397","0.48","0.302857637738501","0","-0.0345458297084591","0.78","-0.30446551680385","1","Mesenchymal"
"MGH28_G10","-0.0839900066755766","0.95","0.173231234321864","0","-0.00766205895151062","0.63","-0.0999674931935118","0.94","Mesenchymal"
"MGH28_G11","-0.207113249855568","1","0.0241080015266514","0.45","-0.0560718186861555","0.77","0.149502307499891","0.01","Proneural"
"MGH28_G12","0.0708426764377744","0.07","0.213927169864142","0","0.0364678397648233","0.3","-0.273814659643269","1","Mesenchymal"
"MGH28_H01","-0.0692825915696409","0.81","0.185916942507877","0","0.0479372630782233","0.24","-0.213413629576284","1","Mesenchymal"
"MGH28_H02","-0.0334044663018347","0.66","0.264659529537584","0","-0.100130822763504","0.94","-0.214217639313019","1","Mesenchymal"
"MGH28_H03","-0.109088521523522","0.96","0.110401672468815","0.03","-0.055005579428229","0.82","0.00332781885773425","0.5","Mesenchymal"
"MGH28_H04","-0.0641068801132384","0.77","-0.134089341334491","0.99","-0.0905781729706339","0.93","0.257567902771221","0","Proneural"
"MGH28_H05","-0.110848198969027","0.99","0.19997744261714","0","-0.0206299371343804","0.64","-0.0835211437239927","0.96","Mesenchymal"
"MGH28_H06","-0.205483881590244","1","0.103114026563332","0.04","-0.101036944868039","0.98","0.107390484891185","0.02","Mesenchymal Proneural"
"MGH28_H07","-0.170848627962156","1","0.361400088416885","0","-0.0102080223930385","0.56","-0.273749001533505","1","Mesenchymal"
"MGH28_H08","-0.0710477069562045","0.9","0.159628326836337","0.01","-0.103599222132743","0.95","-0.0416248247270867","0.68","Mesenchymal"
"MGH28_H09","-0.114476312681209","0.98","0.35261197374079","0","-0.16424495346482","1","-0.214390042202459","1","Mesenchymal"
"MGH28_H10","-0.000834220439427937","0.51","0.209463627730677","0","-0.115426139719437","0.99","-0.138834878715779","1","Mesenchymal"
"MGH28_H11","-0.171178529719708","1","-0.0602344557981034","0.81","-0.0289989284235038","0.77","0.197284493367125","0","Proneural"
"MGH28_H12","-0.0117054702363864","0.58","0.274346717044822","0","-0.16555489304426","1","-0.193467259764835","1","Mesenchymal"
"MGH29_A01","-0.316940122931708","1","0.328255639597472","0","0.0393431007482307","0.22","-0.144042211316803","1","Mesenchymal"
"MGH29_A02","-0.109895955068106","0.99","0.0699728002271851","0.09","0.176285159184145","0","-0.143780384498727","0.98","Neural"
"MGH29_A03","-0.0398230493979547","0.79","-0.145614955544836","0.97","0.0427663853472062","0.22","0.109096790124056","0.04","Proneural"
"MGH29_A04","0.00089524622241844","0.49","-0.0898700231515282","0.96","0.0904073813403502","0.04","0.0529963662465767","0.14","Neural"
"MGH29_A05","0.00431269006988663","0.44","-0.0651366584661181","0.87","0.265320769541167","0","-0.0780966962692111","0.84","Neural"
"MGH29_A06","-0.114290214253871","1","0.102604874207345","0.04","0.10259964800409","0.04","-0.102338435733804","0.97","Mesenchymal Neural"
"MGH29_A07","-0.143999700309027","1","0.08792324044861","0.08","0.0973175945892089","0.05","-0.0714992646694532","0.87","Neural"
"MGH29_A08","-0.138565787354955","0.98","0.0696340366738736","0.13","0.167520809439541","0","-0.0551213929831229","0.84","Neural"
"MGH29_A10","-0.0611073521063817","0.84","0.217737353515477","0","-0.0366990529624243","0.74","-0.157632835822101","1","Mesenchymal"
"MGH29_A11","-0.187296587017279","0.98","0.070504509966033","0.09","0.212694188623446","0","-0.0750256690984351","0.95","Neural"
"MGH29_A12","-0.104981667592963","0.98","0.00851521062452733","0.45","0.106385864817418","0.03","0.0198619810139308","0.35","Neural"
"MGH29_B02","0.00564478422400936","0.39","0.0567263799529316","0.18","0.0550921836747171","0.22","-0.0740683899705037","0.86","NA"
"MGH29_B03","-0.283765862801353","1","0.163803859527926","0.02","0.15885696090191","0","-0.0811735641920826","0.92","Mesenchymal Neural"
"MGH29_B04","-0.0872094691874683","0.97","-0.104403422680039","0.94","0.319882653260062","0","-0.0237716596235257","0.75","Neural"
"MGH29_B05","-0.0861992205819226","0.96","0.147575836612042","0","-0.0567835847491536","0.89","-0.0615776395063651","0.85","Mesenchymal"
"MGH29_B06","-0.107393897965496","0.98","0.0408089238617837","0.33","0.0697748259380527","0.09","0.0145396460181985","0.35","NA"
"MGH29_B08","-0.140134129837288","1","0.0798775053548609","0.09","0.192465652101277","0","-0.126579168172173","0.98","Neural"
"MGH29_B09","-0.0401620143906049","0.71","0.00441580910009134","0.45","0.0860169488538486","0.09","-0.0294982149453171","0.73","NA"
"MGH29_B10","-0.0365749873441994","0.68","0.11774973993553","0.02","-0.0443792383841301","0.82","-0.118007763769374","0.98","Mesenchymal"
"MGH29_B12","-0.205215408426131","1","0.296866638537073","0","0.00538980520993023","0.43","-0.130409895925857","0.98","Mesenchymal"
"MGH29_C01","-0.10263086581387","0.98","0.236657358389483","0","-0.140388706040919","0.99","-0.00842780246334744","0.54","Mesenchymal"
"MGH29_C03","0.00386154236725056","0.54","-0.171236114369959","1","0.209187119451124","0","0.0555338709242135","0.13","Neural"
"MGH29_C04","-0.108389443989661","0.99","0.146092688688983","0","0.0622283735853426","0.12","-0.0902490859222989","0.98","Mesenchymal"
"MGH29_C07","-0.123278325202773","0.99","0.0142588842353098","0.43","0.187123781334752","0","-0.0618255693625577","0.85","Neural"
"MGH29_C08","-0.00175202404697818","0.47","-0.0430803717537257","0.77","0.165804836927729","0","-0.0820337659920816","0.9","Neural"
"MGH29_C09","-0.126127604912234","0.99","0.280121004246629","0","-0.117887915777169","0.96","-0.14936434490729","1","Mesenchymal"
"MGH29_C10","-0.254714569019507","1","0.378673404342095","0","0.0346290100661326","0.23","-0.234514857060689","1","Mesenchymal"
"MGH29_C11","0.0217853989067121","0.48","0.0705915170142081","0.05","0.0220462186722986","0.35","-0.102290299880327","0.96","Mesenchymal"
"MGH29_C12","0.0836703765844679","0.04","0.00253267044167154","0.5","-0.123486376799569","1","0.0914194517990945","0.03","Classical Proneural"
"MGH29_D02","-0.0738397875819383","0.91","0.163642735364639","0","-0.0870380733415115","0.94","-0.0990817129274393","0.98","Mesenchymal"
"MGH29_D03","-0.0652069554488626","0.86","0.171941838205157","0","-0.0884775164802347","0.93","-0.152764065437373","1","Mesenchymal"
"MGH29_D04","-0.179722743554052","1","0.120770817997166","0.02","0.0709842643105213","0.05","-0.0227114624155663","0.74","Mesenchymal Neural"
"MGH29_D05","-0.0624027905096653","0.85","0.336675988370863","0","-0.216039932211031","1","-0.11786234918272","0.99","Mesenchymal"
"MGH29_D07","-0.198825424871875","1","0.0862697037228745","0.04","0.172899940172579","0","-0.0816925855076053","0.96","Mesenchymal Neural"
"MGH29_D08","-0.0378893578385757","0.75","0.148278740774383","0","-0.0128969835438841","0.53","-0.138567009740363","1","Mesenchymal"
"MGH29_D09","0.0241702381687272","0.32","0.318713463837192","0","-0.175731899032742","1","-0.234808103096933","1","Mesenchymal"
"MGH29_D10","-0.198659265561752","1","0.187782357508336","0","0.0830865028389581","0.06","-0.103882408339468","0.96","Mesenchymal"
"MGH29_D11","-0.0997940732283218","0.95","0.102297529865874","0.04","0.0508632781781772","0.23","-0.0670693563128675","0.91","Mesenchymal"
"MGH29_D12","-0.226671912601412","1","0.341841226235445","0","0.000404824501026111","0.49","-0.140816907728607","1","Mesenchymal"
"MGH29_E01","-0.227202615367683","1","0.087679540151638","0.07","0.229150203887545","0","-0.0839211345399136","0.93","Neural"
"MGH29_E02","-0.0842731824210705","0.9","0.0770529987724353","0.09","-0.0264880094910199","0.62","-0.00312359393963569","0.47","NA"
"MGH29_E03","-0.0497499100977432","0.82","0.242695083598265","0","-0.144150955632545","1","-0.122534749453892","0.98","Mesenchymal"
"MGH29_E04","-0.117140903799903","0.98","0.31094647354593","0","-0.103987531405369","0.97","-0.206729190910827","1","Mesenchymal"
"MGH29_E05","-0.0495102378807178","0.79","0.143326186805341","0","0.0196577541162446","0.33","-0.112137405102886","0.96","Mesenchymal"
"MGH29_E06","-0.203796911430744","1","0.128652609254771","0.03","-0.00221183217426306","0.48","0.00978225273377429","0.47","Mesenchymal"
"MGH29_E07","-0.0413289562607269","0.73","-0.0786436970744887","0.93","0.164051805854629","0","-0.0191719666456806","0.62","Neural"
"MGH29_E09","-0.122222961826964","1","0.202851494879776","0","0.0243770813341768","0.36","-0.149227590746157","0.99","Mesenchymal"
"MGH29_E12","0.0255510723871525","0.3","0.0336316480081529","0.3","0.0511079855258124","0.22","-0.0944181744870328","0.97","NA"
"MGH29_F01","-0.0573753132984147","0.85","0.0879433809690209","0.05","0.0431369709600858","0.2","-0.074681266130044","0.86","Mesenchymal"
"MGH29_F02","-0.27253208360049","1","0.287932303682795","0","0.140887183971287","0","-0.191108602944468","1","Mesenchymal Neural"
"MGH29_F03","-0.125017862125839","0.98","0.145346281002555","0.01","0.00320073182602336","0.41","-0.108339707809329","0.95","Mesenchymal"
"MGH29_F04","-0.0802370217242728","0.89","0.0904005244591515","0.08","-0.0719284520024668","0.88","-0.000543391350128125","0.57","NA"
"MGH29_F05","-0.261653381810229","1","0.320901127164225","0","-0.0370879664507235","0.76","-0.137783744743829","0.99","Mesenchymal"
"MGH29_F06","-0.144904412576992","1","0.0464728410117389","0.22","0.104254393327687","0.08","-0.0558220818293408","0.84","NA"
"MGH29_F10","-0.288110374896693","1","0.44429565075532","0","0.0337861292020558","0.24","-0.259913266845439","1","Mesenchymal"
"MGH29_F11","0.0478558953675693","0.23","0.113493645162297","0.01","-0.0285399259171165","0.7","-0.128259290723237","0.99","Mesenchymal"
"MGH29_F12","-0.075685263653034","0.94","0.0868159146364183","0.03","0.0334453515623861","0.34","-0.043906343338744","0.77","Mesenchymal"
"MGH29_G03","-0.18802728517137","1","0.181315236404393","0","0.0364611933924184","0.27","-0.0732637760180345","0.91","Mesenchymal"
"MGH29_G04","-0.0498941162384072","0.81","-0.00880966503293478","0.5","0.0597621666126736","0.12","-0.0347895335333697","0.75","NA"
"MGH29_G06","-0.154889479386629","1","0.0385616445943347","0.26","0.147349673406324","0","0.0337899593040569","0.28","Neural"
"MGH29_G07","-0.253686193943766","1","0.420816637681101","0","-0.148341795541675","1","-0.191317460183194","1","Mesenchymal"
"MGH29_G08","-0.125121988626849","0.98","-0.142633352903206","0.99","-0.0219410851451665","0.64","0.292745544211075","0","Proneural"
"MGH29_G09","-0.0208512814759862","0.69","0.0647987005336231","0.11","0.0715385314880456","0.09","-0.144400309841831","1","NA"
"MGH29_G11","-0.137904372598055","1","-0.112273532435805","0.99","0.147733753169238","0","0.0876721058167061","0.04","Neural Proneural"
"MGH29_H01","-0.193467240282174","1","0.0767134295983074","0.07","0.0818607506433139","0.04","-0.0333817108731045","0.75","Neural"
"MGH29_H02","-0.248418037489368","1","0.336905993113956","0","-0.003684104364562","0.41","-0.135868380866988","1","Mesenchymal"
"MGH29_H03","-0.130415119329072","1","-0.0425406058067134","0.85","0.0747215396543226","0.11","0.0491785284285527","0.13","NA"
"MGH29_H04","-0.0519307258674501","0.79","0.171429866176312","0","-0.0600614547761188","0.96","-0.114727275144138","0.97","Mesenchymal"
"MGH29_H05","-0.124971740329453","0.98","0.048980738613305","0.18","0.0577968544330652","0.13","-0.047239197327595","0.8","NA"
"MGH29_H06","-0.261033255124329","1","0.26400697667627","0","0.0408939209760422","0.31","-0.111023835505088","0.99","Mesenchymal"
"MGH29_H07","-0.184766131778029","1","0.236791897065828","0","0.09265667488635","0.07","-0.190261291080128","1","Mesenchymal"
"MGH29_H08","-0.162255271253061","1","0.0472784618281752","0.23","0.119356562673429","0","-0.00271091459330043","0.52","Neural"
"MGH29_H10","-0.0725306536233962","0.91","0.154790976644046","0","0.0701290977277567","0.13","-0.144120155146491","1","Mesenchymal"
"MGH29_H11","-0.227003224195536","1","0.174807028638813","0","0.131347021302329","0.02","-0.0885949446477984","0.95","Mesenchymal Neural"
"MGH29_H12","-0.0395096628688021","0.72","0.140514570155978","0","0.163368840738719","0","-0.215136651444463","1","Mesenchymal Neural"
"MGH30_A01","0.0509740510515923","0.18","-0.0806323720598617","0.86","-0.0167609427738274","0.64","0.0218556915309502","0.37","NA"
"MGH30_A06","-0.196548538810133","1","-0.269098500236148","1","0.135363847097585","0.01","0.351388910707797","0","Neural Proneural"
"MGH30_A07","0.0537272604690187","0.24","0.140648303211507","0.01","-0.0558134157832617","0.79","-0.179300817665016","0.99","Mesenchymal"
"MGH30_A08","-0.0070763725589813","0.59","0.225481786423879","0","-0.113672705835888","0.98","-0.165433663758781","1","Mesenchymal"
"MGH30_A09","0.133278698809464","0.02","-0.175289595507858","1","-0.00210186492174552","0.55","0.10850566573094","0.03","Classical Proneural"
"MGH30_A11","0.186817645393677","0","-0.0480917360423676","0.84","0.12500416657058","0","-0.138834878715779","1","Classical Neural"
"MGH30_A12","0.131537349239379","0","-0.179187994638593","1","-0.0768858401956293","0.89","0.162970477616429","0","Classical Proneural"
"MGH30_B02","0.0343023307921702","0.3","0.0332953013172907","0.23","-0.00382851191045042","0.58","-0.122244121685829","1","NA"
"MGH30_B03","0.27706370114929","0","-0.0608386714104306","0.87","-0.0563970881235471","0.86","-0.0867112013943705","0.95","Classical"
"MGH30_B05","0.153753553921063","0","-0.124971727744473","1","-0.0889101349022268","0.97","0.0468083915092392","0.21","Classical"
"MGH30_B06","0.0148900896444584","0.35","0.203492366239251","0","0.0130508571353189","0.53","-0.247425537459971","1","Mesenchymal"
"MGH30_B07","0.252436675931644","0","-0.200339971984536","1","0.0652667728005067","0.14","-0.000943986381782995","0.53","Classical"
"MGH30_B08","-0.00402931291916835","0.47","-0.119137018981433","0.98","0.0388059530147796","0.28","0.142713540917694","0","Proneural"
"MGH30_B09","0.250166637647532","0","-0.153014179933395","1","0.0658490353042214","0.19","-0.0700062475906912","0.93","Classical"
"MGH30_B10","0.15795889500635","0","0.0779548912764357","0.09","0.0140314991728792","0.36","-0.19302698789998","1","Classical"
