cell.instance,tumor.label
cy79-p4-CD45-neg-PDL1-pos-C12-S420-comb,Mel79
cy79-p5-CD45-neg-PDL1-pos-E08-S728-comb,Mel79
cy80-CD45-neg-D07-S907-comb,Mel80
cy79-p5-CD45-neg-PDL1-neg-H07-S859-comb,Mel79
cy79-p5-CD45-pos-PD1-pos-E02-S626-comb,Mel79
cy80-CD45-neg-A03-S867-comb,Mel80
cy79-p5-CD45-neg-PDL1-neg-G09-S849-comb,Mel79
cy79-p5-CD45-neg-PDL1-neg-C09-S801-comb,Mel79
cy80-CD45-neg-H09-S957-comb,Mel80
cy80-CD45-neg-H02-S950-comb,Mel80
cy79-p5-CD45-neg-PDL1-neg-G03-S843-comb,Mel79
cy79-p4-CD45-neg-PDL1-pos-D12-S432-comb,Mel79
cy81-Bulk-CD45-neg-C08-S128-comb,Mel81
cy79-p4-CD45-neg-PDL1-pos-A08-S392-comb,Mel79
cy80-CD45-neg-E01-S913-comb,Mel80
cy81-Bulk-CD45-neg-C04-S124-comb,Mel81
cy79-p4-CD45-neg-PDL1-pos-F11-S455-comb,Mel79
cy80-CD45-neg-H03-S951-comb,Mel80
cy81-Bulk-CD45-neg-B03-S111-comb,Mel81
cy81-Bulk-CD45-neg-E08-S152-comb,Mel81
cy79-p4-CD45-neg-PDL1-neg-D06-S1098-comb,Mel79
cy79-p4-CD45-neg-PDL1-neg-B09-S1077-comb,Mel79
cy79-p4-CD45-neg-PDL1-pos-B10-S406-comb,Mel79
cy80-CD45-neg-D10-S910-comb,Mel80
cy79-p5-CD45-neg-PDL1-pos-F02-S734-comb,Mel79
cy79-p5-CD45-neg-PDL1-neg-G07-S847-comb,Mel79
cy79-p4-CD45-neg-PDL1-neg-H03-S1143-comb,Mel79
cy79-p4-CD45-neg-PDL1-neg-H10-S1150-comb,Mel79
cy79-p4-CD45-neg-PDL1-pos-D02-S422-comb,Mel79
cy79-p4-CD45-neg-PDL1-pos-A11-S395-comb,Mel79
cy79-p4-CD45-neg-PDL1-neg-G07-S1135-comb,Mel79
cy79-p4-CD45-neg-PDL1-pos-C10-S418-comb,Mel79
cy79-p4-CD45-neg-PDL1-pos-E02-S434-comb,Mel79
cy79-p4-CD45-neg-PDL1-pos-F09-S453-comb,Mel79
cy80-CD45-neg-D09-S909-comb,Mel80
cy79-p4-CD45-neg-PDL1-neg-C11-S1091-comb,Mel79
cy79-p5-CD45-neg-PDL1-pos-B04-S688-comb,Mel79
cy81-Bulk-CD45-neg-F05-S161-comb,Mel81
cy79-p5-CD45-neg-PDL1-pos-E06-S726-comb,Mel79
cy81-FNA-CD45-neg-G03-S1035-comb,Mel81
cy79-p5-CD45-neg-PDL1-neg-F11-S839-comb,Mel79
cy79-p5-CD45-neg-PDL1-neg-F02-S830-comb,Mel79
cy81-FNA-CD45-neg-G09-S1041-comb,Mel81
cy79-p4-CD45-neg-PDL1-pos-G03-S459-comb,Mel79
cy79-p5-CD45-neg-PDL1-neg-A12-S780-comb,Mel79
cy79-p4-CD45-neg-PDL1-neg-A08-S1064-comb,Mel79
cy80-CD45-neg-D11-S911-comb,Mel80
cy79-p4-CD45-neg-PDL1-neg-E01-S1105-comb,Mel79
cy79-p4-CD45-neg-PDL1-neg-B03-S1071-comb,Mel79
cy79-p5-CD45-neg-PDL1-neg-A11-S779-comb,Mel79
cy79-p4-CD45-neg-PDL1-neg-D04-S1096-comb,Mel79
cy80-CD45-neg-E06-S918-comb,Mel80
cy79-p5-CD45-neg-PDL1-pos-H03-S759-comb,Mel79
cy79-p5-CD45-neg-PDL1-neg-A07-S775-comb,Mel79
cy79-p4-CD45-neg-PDL1-pos-C05-S413-comb,Mel79
cy79-p4-CD45-neg-PDL1-pos-D08-S428-comb,Mel79
cy79-p5-CD45-neg-PDL1-pos-H11-S767-comb,Mel79
cy80-CD45-neg-B04-S880-comb,Mel80
cy79-p4-CD45-neg-PDL1-neg-B10-S1078-comb,Mel79
cy81-FNA-CD45-neg-F12-S1032-comb,Mel81
cy79-p4-CD45-neg-PDL1-neg-F02-S1118-comb,Mel79
cy79-p5-CD45-neg-PDL1-pos-G03-S747-comb,Mel79
cy79-p4-CD45-neg-PDL1-pos-A12-S396-comb,Mel79
cy79-p5-CD45-neg-PDL1-pos-H10-S766-comb,Mel79
cy80-CD45-neg-D01-S901-comb,Mel80
cy80-CD45-neg-C02-S890-comb,Mel80
cy80-CD45-neg-E10-S922-comb,Mel80
cy79-p4-CD45-neg-PDL1-neg-H04-S1144-comb,Mel79
cy79-p4-CD45-neg-PDL1-neg-C02-S1082-comb,Mel79
cy79-p4-CD45-neg-PDL1-pos-C11-S419-comb,Mel79
cy79-p4-CD45-neg-PDL1-neg-G03-S1131-comb,Mel79
cy79-p4-CD45-neg-PDL1-neg-F07-S1123-comb,Mel79
cy79-p4-CD45-neg-PDL1-neg-C09-S1089-comb,Mel79
cy79-p5-CD45-neg-PDL1-neg-D10-S814-comb,Mel79
cy81-Bulk-CD45-neg-G04-S172-comb,Mel81
cy79-p5-CD45-neg-PDL1-neg-F08-S836-comb,Mel79
cy79-p4-CD45-neg-PDL1-neg-D11-S1103-comb,Mel79
cy79-p4-CD45-neg-PDL1-neg-F09-S1125-comb,Mel79
cy79-p5-CD45-neg-PDL1-pos-G07-S751-comb,Mel79
cy81-Bulk-CD45-neg-G07-S175-comb,Mel81
cy79-p5-CD45-neg-PDL1-pos-G04-S748-comb,Mel79
cy79-p4-CD45-neg-PDL1-pos-B06-S402-comb,Mel79
cy79-p5-CD45-neg-PDL1-pos-F05-S737-comb,Mel79
cy79-p4-CD45-neg-PDL1-neg-A11-S1067-comb,Mel79
cy79-p4-CD45-neg-PDL1-neg-G06-S1134-comb,Mel79
cy80-CD45-neg-C03-S891-comb,Mel80
cy79-p5-CD45-neg-PDL1-pos-B09-S693-comb,Mel79
cy79-p5-CD45-neg-PDL1-neg-D05-S809-comb,Mel79
cy79-p5-CD45-neg-PDL1-neg-C04-S796-comb,Mel79
cy79-p4-CD45-neg-PDL1-neg-G12-S1140-comb,Mel79
cy80-CD45-neg-F01-S925-comb,Mel80
cy81-Bulk-CD45-neg-G06-S174-comb,Mel81
cy79-p4-CD45-neg-PDL1-pos-G04-S460-comb,Mel79
cy79-p5-CD45-neg-PDL1-pos-F10-S742-comb,Mel79
cy80-CD45-neg-D02-S902-comb,Mel80
cy79-p4-CD45-neg-PDL1-pos-B03-S399-comb,Mel79
cy80-CD45-neg-B08-S884-comb,Mel80
cy79-p5-CD45-neg-PDL1-pos-D09-S717-comb,Mel79
cy80-CD45-neg-F08-S932-comb,Mel80
cy81-FNA-CD45-neg-E09-S1017-comb,Mel81
cy79-p5-CD45-neg-PDL1-pos-C04-S700-comb,Mel79
cy79-p4-CD45-neg-PDL1-pos-D09-S429-comb,Mel79
cy79-p4-CD45-neg-PDL1-pos-H05-S473-comb,Mel79
cy80-CD45-neg-E05-S917-comb,Mel80
cy79-p4-CD45-neg-PDL1-pos-C06-S414-comb,Mel79
cy81-Bulk-CD45-neg-H12-S192-comb,Mel81
cy81-FNA-CD45-neg-D01-S997-comb,Mel81
cy79-p5-CD45-neg-PDL1-pos-H09-S765-comb,Mel79
cy79-p4-CD45-neg-PDL1-neg-C08-S1088-comb,Mel79
cy79-p5-CD45-neg-PDL1-neg-A09-S777-comb,Mel79
cy81-FNA-CD45-neg-D03-S999-comb,Mel81
cy81-FNA-CD45-neg-E06-S1014-comb,Mel81
cy79-p4-CD45-neg-PDL1-pos-B07-S403-comb,Mel79
cy81-FNA-CD45-neg-C11-S995-comb,Mel81
cy80-CD45-neg-B03-S879-comb,Mel80
cy79-p4-CD45-neg-PDL1-pos-A06-S390-comb,Mel79
cy79-p4-CD45-neg-PDL1-neg-H05-S1145-comb,Mel79
cy79-p4-CD45-neg-PDL1-neg-E09-S1113-comb,Mel79
cy81-Bulk-CD45-neg-D01-S133-comb,Mel81
cy79-p5-CD45-neg-PDL1-neg-G08-S848-comb,Mel79
cy79-p4-CD45-neg-PDL1-pos-F04-S448-comb,Mel79
cy79-p4-CD45-neg-PDL1-neg-D08-S1100-comb,Mel79
cy81-Bulk-CD45-neg-B02-S110-comb,Mel81
cy80-CD45-neg-A06-S870-comb,Mel80
cy79-p4-CD45-neg-PDL1-pos-B12-S408-comb,Mel79
cy79-p4-CD45-neg-PDL1-pos-G09-S465-comb,Mel79
cy81-Bulk-CD45-neg-B04-S112-comb,Mel81
cy79-p5-CD45-neg-PDL1-neg-H11-S863-comb,Mel79
cy79-p5-CD45-neg-PDL1-neg-D02-S806-comb,Mel79
cy79-p5-CD45-neg-PDL1-neg-B07-S787-comb,Mel79
cy79-p4-CD45-neg-PDL1-pos-F01-S445-comb,Mel79
cy81-FNA-CD45-neg-D12-S1008-comb,Mel81
cy79-p5-CD45-neg-PDL1-neg-A08-S776-comb,Mel79
cy79-p4-CD45-neg-PDL1-neg-B12-S1080-comb,Mel79
cy79-p4-CD45-neg-PDL1-neg-G02-S1130-comb,Mel79
cy79-p5-CD45-neg-PDL1-pos-C05-S701-comb,Mel79
cy81-FNA-CD45-neg-E08-S1016-comb,Mel81
cy81-Bulk-CD45-neg-A07-S103-comb,Mel81
cy79-p5-CD45-neg-PDL1-pos-E01-S721-comb,Mel79
cy81-Bulk-CD45-neg-H07-S187-comb,Mel81
cy79-p4-CD45-neg-PDL1-neg-A10-S1066-comb,Mel79
cy79-p4-CD45-neg-PDL1-pos-G10-S466-comb,Mel79
cy79-p4-CD45-neg-PDL1-pos-F10-S454-comb,Mel79
cy81-FNA-CD45-neg-E01-S1009-comb,Mel81
cy79-p5-CD45-neg-PDL1-pos-G06-S750-comb,Mel79
cy81-FNA-CD45-neg-F01-S1021-comb,Mel81
cy79-p5-CD45-neg-PDL1-pos-C02-S698-comb,Mel79
cy79-p4-CD45-neg-PDL1-neg-A02-S1058-comb,Mel79
cy79-p5-CD45-neg-PDL1-pos-D07-S715-comb,Mel79
cy81-FNA-CD45-neg-H02-S1046-comb,Mel81
cy81-FNA-CD45-neg-B03-S975-comb,Mel81
cy81-Bulk-CD45-neg-H02-S182-comb,Mel81
cy80-CD45-neg-A10-S874-comb,Mel80
cy79-p5-CD45-neg-PDL1-neg-E04-S820-comb,Mel79
cy81-FNA-CD45-neg-E10-S1018-comb,Mel81
cy79-p4-CD45-neg-PDL1-pos-G02-S458-comb,Mel79
cy79-p5-CD45-neg-PDL1-pos-B08-S692-comb,Mel79
cy81-FNA-CD45-neg-H10-S1054-comb,Mel81
cy79-p4-CD45-neg-PDL1-neg-H07-S1147-comb,Mel79
cy79-p5-CD45-neg-PDL1-pos-F03-S735-comb,Mel79
cy79-p5-CD45-neg-PDL1-pos-B12-S696-comb,Mel79
cy79-p5-CD45-neg-PDL1-neg-D08-S812-comb,Mel79
cy81-FNA-CD45-neg-H11-S1055-comb,Mel81
cy79-p4-CD45-neg-PDL1-neg-F04-S1120-comb,Mel79
cy79-p5-CD45-neg-PDL1-pos-D10-S718-comb,Mel79
cy79-p4-CD45-neg-PDL1-neg-H02-S1142-comb,Mel79
cy79-p4-CD45-neg-PDL1-pos-B09-S405-comb,Mel79
cy79-p5-CD45-neg-PDL1-pos-B11-S695-comb,Mel79
cy79-p5-CD45-neg-PDL1-pos-G08-S752-comb,Mel79
cy79-p5-CD45-neg-PDL1-neg-H08-S860-comb,Mel79
cy79-p4-CD45-neg-PDL1-pos-E07-S439-comb,Mel79
cy79-p4-CD45-neg-PDL1-pos-A05-S389-comb,Mel79
cy80-CD45-neg-C11-S899-comb,Mel80
cy80-CD45-neg-C07-S895-comb,Mel80
cy79-p5-CD45-neg-PDL1-pos-A08-S680-comb,Mel79
cy79-p4-CD45-neg-PDL1-pos-B01-S397-comb,Mel79
cy79-p4-CD45-neg-PDL1-pos-G01-S457-comb,Mel79
cy79-p5-CD45-neg-PDL1-pos-F07-S739-comb,Mel79
cy79-p4-CD45-neg-PDL1-pos-F08-S452-comb,Mel79
cy79-p5-CD45-neg-PDL1-neg-F09-S837-comb,Mel79
cy81-Bulk-CD45-neg-E11-S155-comb,Mel81
cy80-CD45-neg-B02-S878-comb,Mel80
cy79-p4-CD45-neg-PDL1-pos-E04-S436-comb,Mel79
cy79-p5-CD45-neg-PDL1-pos-E12-S732-comb,Mel79
cy80-CD45-neg-B12-S888-comb,Mel80
cy79-p4-CD45-neg-PDL1-neg-D10-S1102-comb,Mel79
cy81-FNA-CD45-neg-C07-S991-comb,Mel81
cy79-p4-CD45-neg-PDL1-neg-G11-S1139-comb,Mel79
cy80-CD45-neg-B10-S886-comb,Mel80
cy80-CD45-neg-A07-S871-comb,Mel80
cy79-p4-CD45-neg-PDL1-neg-B06-S1074-comb,Mel79
cy80-CD45-neg-E04-S916-comb,Mel80
cy79-p4-CD45-neg-PDL1-pos-B04-S400-comb,Mel79
cy81-Bulk-CD45-neg-D05-S137-comb,Mel81
cy80-CD45-neg-C01-S889-comb,Mel80
cy81-Bulk-CD45-neg-E10-S154-comb,Mel81
cy81-Bulk-CD45-neg-H11-S191-comb,Mel81
cy79-p5-CD45-neg-PDL1-pos-H12-S768-comb,Mel79
cy79-p4-CD45-neg-PDL1-neg-A04-S1060-comb,Mel79
cy79-p4-CD45-neg-PDL1-neg-C05-S1085-comb,Mel79
cy81-Bulk-CD45-neg-D10-S142-comb,Mel81
cy79-p4-CD45-neg-PDL1-neg-B05-S1073-comb,Mel79
cy79-p5-CD45-neg-PDL1-pos-D02-S710-comb,Mel79
cy79-p4-CD45-neg-PDL1-neg-G09-S1137-comb,Mel79
cy81-Bulk-CD45-neg-F02-S158-comb,Mel81
cy79-p5-CD45-neg-PDL1-neg-C12-S804-comb,Mel79
cy79-p4-CD45-neg-PDL1-neg-G05-S1133-comb,Mel79
cy79-p4-CD45-neg-PDL1-neg-E03-S1107-comb,Mel79
cy81-FNA-CD45-neg-G07-S1039-comb,Mel81
cy80-CD45-neg-A12-S876-comb,Mel80
cy81-FNA-CD45-neg-G05-S1037-comb,Mel81
cy79-p5-CD45-neg-PDL1-neg-G02-S842-comb,Mel79
cy81-Bulk-CD45-neg-H03-S183-comb,Mel81
cy79-p5-CD45-neg-PDL1-neg-A10-S778-comb,Mel79
cy79-p4-CD45-neg-PDL1-pos-E06-S438-comb,Mel79
cy79-p5-CD45-neg-PDL1-neg-H12-S864-comb,Mel79
cy79-p4-CD45-neg-PDL1-pos-F05-S449-comb,Mel79
cy79-p5-CD45-neg-PDL1-pos-H02-S758-comb,Mel79
cy79-p5-CD45-neg-PDL1-pos-G10-S754-comb,Mel79
cy79-p4-CD45-neg-PDL1-pos-E09-S441-comb,Mel79
cy79-p4-CD45-neg-PDL1-pos-D06-S426-comb,Mel79
cy79-p4-CD45-neg-PDL1-pos-C07-S415-comb,Mel79
cy79-p5-CD45-neg-PDL1-neg-E03-S819-comb,Mel79
cy79-p5-CD45-neg-PDL1-pos-F06-S738-comb,Mel79
cy79-p4-CD45-neg-PDL1-pos-C09-S417-comb,Mel79
cy79-p5-CD45-neg-PDL1-neg-H05-S857-comb,Mel79
cy79-p4-CD45-neg-PDL1-pos-E11-S443-comb,Mel79
cy79-p5-CD45-neg-PDL1-neg-A03-S771-comb,Mel79
cy80-CD45-neg-G06-S942-comb,Mel80
cy79-p5-CD45-neg-PDL1-neg-E06-S822-comb,Mel79
cy79-p5-CD45-neg-PDL1-pos-E02-S722-comb,Mel79
cy80-CD45-neg-G09-S945-comb,Mel80
cy79-p4-CD45-neg-PDL1-neg-F11-S1127-comb,Mel79
cy79-p5-CD45-neg-PDL1-neg-D07-S811-comb,Mel79
cy79-p5-CD45-neg-PDL1-pos-D03-S711-comb,Mel79
cy79-p5-CD45-neg-PDL1-neg-B11-S791-comb,Mel79
cy79-p5-CD45-neg-PDL1-pos-E07-S727-comb,Mel79
cy81-FNA-CD45-neg-B07-S979-comb,Mel81
cy79-p5-CD45-neg-PDL1-pos-C12-S708-comb,Mel79
cy81-Bulk-CD45-neg-H08-S188-comb,Mel81
cy79-p4-CD45-neg-PDL1-neg-B01-S1069-comb,Mel79
cy79-p5-CD45-neg-PDL1-pos-H07-S763-comb,Mel79
cy80-CD45-neg-F11-S935-comb,Mel80
cy79-p4-CD45-neg-PDL1-pos-B02-S398-comb,Mel79
cy79-p4-CD45-neg-PDL1-pos-E03-S435-comb,Mel79
cy81-Bulk-CD45-neg-C01-S121-comb,Mel81
cy80-CD45-neg-E09-S921-comb,Mel80
cy80-CD45-neg-G08-S944-comb,Mel80
cy79-p4-CD45-neg-PDL1-neg-E05-S1109-comb,Mel79
cy81-Bulk-CD45-neg-A02-S98-comb,Mel81
cy81-Bulk-CD45-neg-E12-S156-comb,Mel81
cy79-p4-CD45-neg-PDL1-pos-A09-S393-comb,Mel79
cy79-p4-CD45-neg-PDL1-neg-F06-S1122-comb,Mel79
cy79-p4-CD45-neg-PDL1-neg-D02-S1094-comb,Mel79
cy81-FNA-CD45-neg-C06-S990-comb,Mel81
cy81-FNA-CD45-neg-H03-S1047-comb,Mel81
cy79-p5-CD45-neg-PDL1-neg-G01-S841-comb,Mel79
cy79-p5-CD45-neg-PDL1-pos-B05-S689-comb,Mel79
cy79-p5-CD45-neg-PDL1-pos-C07-S703-comb,Mel79
cy79-p4-CD45-neg-PDL1-pos-C01-S409-comb,Mel79
cy79-p4-CD45-neg-PDL1-pos-D10-S430-comb,Mel79
cy81-Bulk-CD45-neg-E07-S151-comb,Mel81
cy80-CD45-pos-PD1-pos-D09-S141-comb,Mel80
cy79-p3-CD45-neg-PDL1-neg-E04-S244-comb,Mel79
cy79-p3-CD45-neg-PDL1-neg-F04-S256-comb,Mel79
cy79-p3-CD45-neg-PDL1-neg-H12-S288-comb,Mel79
cy79-p3-CD45-neg-PDL1-neg-A08-S200-comb,Mel79
cy79-p3-CD45-neg-PDL1-neg-H04-S280-comb,Mel79
cy79-p3-CD45-neg-PDL1-neg-F09-S261-comb,Mel79
cy79-p3-CD45-neg-PDL1-neg-F08-S260-comb,Mel79
cy79-p3-CD45-neg-PDL1-neg-G03-S267-comb,Mel79
cy79-p3-CD45-neg-PDL1-neg-H10-S286-comb,Mel79
cy79-p3-CD45-neg-PDL1-neg-C07-S223-comb,Mel79
cy79-p3-CD45-neg-PDL1-neg-D09-S237-comb,Mel79
cy79-p3-CD45-neg-PDL1-neg-E05-S245-comb,Mel79
cy79-p3-CD45-neg-PDL1-neg-B11-S215-comb,Mel79
cy79-p3-CD45-neg-PDL1-neg-B06-S210-comb,Mel79
cy79-p3-CD45-neg-PDL1-neg-F07-S259-comb,Mel79
cy79-p3-CD45-neg-PDL1-neg-A11-S203-comb,Mel79
cy79-p3-CD45-neg-PDL1-neg-B03-S207-comb,Mel79
cy79-p3-CD45-neg-PDL1-neg-E01-S241-comb,Mel79
cy79-p3-CD45-neg-PDL1-neg-C10-S226-comb,Mel79
cy79-p3-CD45-neg-PDL1-neg-C09-S225-comb,Mel79
cy79-p3-CD45-neg-PDL1-neg-B09-S213-comb,Mel79
cy79-p3-CD45-neg-PDL1-neg-H02-S278-comb,Mel79
cy79-p3-CD45-neg-PDL1-neg-C02-S218-comb,Mel79
cy79-p3-CD45-neg-PDL1-neg-B07-S211-comb,Mel79
cy79-p3-CD45-neg-PDL1-neg-F03-S255-comb,Mel79
cy79-p3-CD45-neg-PDL1-neg-G12-S276-comb,Mel79
cy79-p3-CD45-neg-PDL1-neg-C03-S219-comb,Mel79
cy79-p3-CD45-neg-PDL1-neg-H05-S281-comb,Mel79
cy79-p3-CD45-neg-PDL1-neg-H01-S277-comb,Mel79
cy79-p3-CD45-neg-PDL1-neg-C01-S217-comb,Mel79
cy79-p3-CD45-neg-PDL1-neg-H07-S283-comb,Mel79
cy79-p3-CD45-neg-PDL1-neg-D08-S236-comb,Mel79
cy79-p3-CD45-neg-PDL1-neg-H11-S287-comb,Mel79
cy79-p3-CD45-neg-PDL1-neg-F02-S254-comb,Mel79
cy79-p3-CD45-neg-PDL1-neg-D07-S235-comb,Mel79
cy79-p3-CD45-neg-PDL1-neg-D05-S233-comb,Mel79
cy79-p3-CD45-neg-PDL1-neg-E12-S252-comb,Mel79
cy79-p3-CD45-neg-PDL1-neg-B10-S214-comb,Mel79
cy79-p3-CD45-neg-PDL1-neg-B08-S212-comb,Mel79
cy79-p3-CD45-neg-PDL1-neg-G01-S265-comb,Mel79
cy79-p3-CD45-neg-PDL1-neg-C04-S220-comb,Mel79
cy79-p3-CD45-neg-PDL1-neg-F11-S263-comb,Mel79
cy79-p3-CD45-neg-PDL1-neg-D01-S229-comb,Mel79
cy79-p3-CD45-neg-PDL1-neg-E02-S242-comb,Mel79
cy79-p3-CD45-neg-PDL1-neg-D11-S239-comb,Mel79
cy79-p3-CD45-neg-PDL1-neg-F05-S257-comb,Mel79
cy79-p3-CD45-neg-PDL1-neg-D12-S240-comb,Mel79
cy79-p3-CD45-neg-PDL1-neg-B01-S205-comb,Mel79
cy79-p3-CD45-neg-PDL1-neg-C12-S228-comb,Mel79
cy79-p3-CD45-neg-PDL1-neg-G05-S269-comb,Mel79
cy79-p3-CD45-neg-PDL1-neg-G10-S274-comb,Mel79
cy79-p3-CD45-neg-PDL1-neg-D02-S230-comb,Mel79
cy79-p3-CD45-neg-PDL1-neg-B12-S216-comb,Mel79
cy79-p3-CD45-neg-PDL1-neg-A09-S201-comb,Mel79
CY80-neg-D12-S48-comb,Mel80
CY80-neg-D03-S39-comb,Mel80
CY80-neg-B08-S20-comb,Mel80
CY80-neg-F11-S71-comb,Mel80
CY80-neg-F01-S61-comb,Mel80
CY80-neg-G02-S74-comb,Mel80
CY80-neg-B09-S21-comb,Mel80
CY80-neg-B12-S24-comb,Mel80
CY80-neg-B11-S23-comb,Mel80
CY80-neg-H12-S96-comb,Mel80
CY80-neg-B01-S13-comb,Mel80
CY80-neg-G10-S82-comb,Mel80
CY80-neg-B04-S16-comb,Mel80
CY80-neg-D10-S46-comb,Mel80
CY80-neg-D09-S45-comb,Mel80
CY80-neg-F09-S69-comb,Mel80
CY80-neg-H02-S86-comb,Mel80
CY80-neg-B03-S15-comb,Mel80
CY80-neg-H07-S91-comb,Mel80
CY80-neg-E11-S59-comb,Mel80
CY80-neg-F06-S66-comb,Mel80
CY80-neg-H05-S89-comb,Mel80
CY80-neg-H08-S92-comb,Mel80
CY80-neg-H11-S95-comb,Mel80
CY80-neg-H01-S85-comb,Mel80
CY80-neg-E08-S56-comb,Mel80
CY80-neg-F05-S65-comb,Mel80
CY80-neg-C08-S32-comb,Mel80
CY80-neg-D02-S38-comb,Mel80
CY80-neg-D11-S47-comb,Mel80
CY80-neg-C12-S36-comb,Mel80
CY80-neg-F10-S70-comb,Mel80
CY80-neg-D01-S37-comb,Mel80
CY80-neg-D07-S43-comb,Mel80
CY80-neg-E02-S50-comb,Mel80
cy78-CD45-neg-1-B04-S496-comb,Mel78
cy78-CD45-neg-3-H06-S762-comb,Mel78
cy78-CD45-neg-1-D07-S523-comb,Mel78
cy78-CD45-neg-3-D01-S709-comb,Mel78
cy78-CD45-neg-2-B08-S596-comb,Mel78
cy78-CD45-neg-1-E02-S530-comb,Mel78
cy78-CD45-neg-3-B02-S686-comb,Mel78
cy78-CD45-neg-3-D04-S712-comb,Mel78
cy78-CD45-neg-3-E02-S722-comb,Mel78
cy78-CD45-neg-3-D10-S718-comb,Mel78
cy78-CD45-neg-1-G05-S557-comb,Mel78
cy78-CD45-neg-3-G11-S755-comb,Mel78
cy78-CD45-neg-1-H01-S565-comb,Mel78
cy78-CD45-neg-1-C02-S506-comb,Mel78
cy78-CD45-neg-1-A05-S485-comb,Mel78
cy78-CD45-neg-1-E03-S531-comb,Mel78
cy78-CD45-neg-1-E07-S535-comb,Mel78
cy78-CD45-neg-2-C06-S606-comb,Mel78
cy78-CD45-neg-3-G02-S746-comb,Mel78
cy78-CD45-neg-1-B02-S494-comb,Mel78
cy78-CD45-neg-1-H07-S571-comb,Mel78
cy78-CD45-neg-1-F06-S546-comb,Mel78
cy78-CD45-neg-1-A04-S484-comb,Mel78
cy78-CD45-neg-1-H08-S572-comb,Mel78
cy78-CD45-neg-1-F02-S542-comb,Mel78
cy78-CD45-neg-3-G07-S751-comb,Mel78
cy78-CD45-neg-1-F10-S550-comb,Mel78
cy78-CD45-neg-3-E05-S725-comb,Mel78
cy78-CD45-neg-1-H04-S568-comb,Mel78
cy78-CD45-neg-3-G09-S753-comb,Mel78
cy78-CD45-neg-1-B08-S500-comb,Mel78
cy78-CD45-neg-3-D07-S715-comb,Mel78
cy78-CD45-neg-1-A03-S483-comb,Mel78
cy78-CD45-neg-1-F08-S548-comb,Mel78
cy78-CD45-neg-3-D08-S716-comb,Mel78
cy78-CD45-neg-2-C05-S605-comb,Mel78
cy78-CD45-neg-1-G04-S556-comb,Mel78
cy78-CD45-neg-1-D05-S521-comb,Mel78
cy78-CD45-neg-1-C10-S514-comb,Mel78
cy78-CD45-neg-3-D09-S717-comb,Mel78
cy78-CD45-neg-3-B08-S692-comb,Mel78
cy78-CD45-neg-3-C09-S705-comb,Mel78
cy78-CD45-neg-1-H02-S566-comb,Mel78
cy84-Primary-CD45-neg-G07-S1039-comb,Mel84
cy84-Primary-CD45-neg-A03-S963-comb,Mel84
cy84-Primary-CD45-neg-E12-S1020-comb,Mel84
cy78-CD45-neg-1-F05-S545-comb,Mel78
cy78-CD45-neg-3-F12-S744-comb,Mel78
cy78-CD45-neg-3-A05-S677-comb,Mel78
cy78-CD45-neg-1-D09-S525-comb,Mel78
cy78-CD45-neg-1-D12-S528-comb,Mel78
cy78-CD45-neg-3-C01-S697-comb,Mel78
cy78-CD45-neg-3-F07-S739-comb,Mel78
cy78-CD45-neg-3-A12-S684-comb,Mel78
cy78-CD45-neg-2-A12-S588-comb,Mel78
cy78-CD45-neg-1-D01-S517-comb,Mel78
cy78-CD45-neg-3-B01-S685-comb,Mel78
cy78-CD45-neg-1-B11-S503-comb,Mel78
cy78-CD45-neg-2-B10-S598-comb,Mel78
cy78-CD45-neg-1-B06-S498-comb,Mel78
cy78-CD45-neg-1-H03-S567-comb,Mel78
cy78-CD45-neg-3-E07-S727-comb,Mel78
cy78-CD45-neg-1-G12-S564-comb,Mel78
cy84-Primary-CD45-neg-E05-S1013-comb,Mel84
cy78-CD45-neg-3-H02-S758-comb,Mel78
cy78-CD45-neg-3-F09-S741-comb,Mel78
cy78-CD45-neg-1-A11-S491-comb,Mel78
cy78-CD45-neg-2-C07-S607-comb,Mel78
cy78-CD45-neg-3-F05-S737-comb,Mel78
cy78-CD45-neg-3-F01-S733-comb,Mel78
cy78-CD45-neg-1-C01-S505-comb,Mel78
cy78-CD45-neg-2-A05-S581-comb,Mel78
cy78-CD45-neg-1-H05-S569-comb,Mel78
cy78-CD45-neg-3-F04-S736-comb,Mel78
cy78-CD45-neg-3-E06-S726-comb,Mel78
cy78-CD45-neg-3-F03-S735-comb,Mel78
cy78-CD45-neg-3-C04-S700-comb,Mel78
cy78-CD45-neg-1-C06-S510-comb,Mel78
cy84-Primary-CD45-neg-A10-S970-comb,Mel84
cy78-CD45-neg-3-G10-S754-comb,Mel78
cy78-CD45-neg-3-H04-S760-comb,Mel78
cy78-CD45-neg-1-D04-S520-comb,Mel78
cy78-CD45-neg-3-A11-S683-comb,Mel78
cy78-CD45-neg-2-B05-S593-comb,Mel78
cy78-CD45-neg-3-B10-S694-comb,Mel78
cy78-CD45-neg-3-G08-S752-comb,Mel78
cy78-CD45-neg-1-C05-S509-comb,Mel78
cy78-CD45-neg-3-D11-S719-comb,Mel78
cy78-CD45-neg-3-B05-S689-comb,Mel78
cy78-CD45-neg-3-G03-S747-comb,Mel78
cy84-Primary-CD45-neg-H02-S1046-comb,Mel84
cy78-CD45-neg-1-B12-S504-comb,Mel78
